reward,f1,nhd
0.783811537,0.333333333,0.4
0.48452381,0.166666667,0.5
0.24883821,0.333333333,0.4
0.49452381,0.181818182,0.45
0.550102277,0.307692308,0.45
0.477091664,0.153846154,0.55
0.33616825,0.153846154,0.55
0.489887454,0.166666667,0.5
0.773811537,0.153846154,0.55
0.773811537,0.307692308,0.45
0.797138047,0.166666667,0.5
0.48452381,0,0.6
0.49452381,0,0.55
0.231747888,0.153846154,0.55
0.256077694,0.166666667,0.5
0.458651084,0.285714286,0.5
0.763811537,0.285714286,0.5
0.540102277,0.428571429,0.4
0.787138047,0.307692308,0.45
0.47452381,0.153846154,0.55
0.48452381,0.166666667,0.5
0.787138047,0.307692308,0.45
0.540524345,0.153846154,0.55
0.558803419,0.428571429,0.4
0.540524345,0.153846154,0.55
0.787138047,0.153846154,0.55
0.47452381,0,0.65
0.487091664,0,0.6
0.543048846,0.307692308,0.45
0.465926923,0.153846154,0.55
0.797138047,0.166666667,0.5
0.48452381,0,0.6
0.499887454,0,0.55
0.578064027,0.307692308,0.45
0.559538491,0.153846154,0.55
0.358623549,0.333333333,0.4
0.457212477,0.285714286,0.5
0.368623549,0.181818182,0.45
0.520580372,0.181818182,0.45
0.786038231,0.153846154,0.55
0.479887454,0,0.65
0.489887454,0,0.6
0.556095276,0.307692308,0.45
0.33616825,0.153846154,0.55
0.358623549,0.333333333,0.4
0.368623549,0.181818182,0.45
0.490701754,0.181818182,0.45
0.737100103,0.333333333,0.4
0.49452381,0.181818182,0.45
0.747100103,0.181818182,0.45
0.49452381,0,0.55
0.783811537,0.333333333,0.4
0.540784186,0.166666667,0.5
0.467212477,0.307692308,0.45
0.540784186,0.166666667,0.5
0.797138047,0.166666667,0.5
0.784744268,0.166666667,0.5
0.487091664,0,0.6
0.49452381,0,0.55
0.738944816,0.285714286,0.5
0.520784186,0.142857143,0.6
0.786038231,0.153846154,0.55
0.764744268,0.142857143,0.6
0.47452381,0,0.65
0.738944816,0.285714286,0.5
0.487091664,0,0.6
0.280877193,0.142857143,0.6
0.764744268,0.285714286,0.5
0.741455289,0.266666667,0.55
0.469887454,0.142857143,0.6
0.467091664,0,0.7
0.348623549,0.461538462,0.35
0.422647059,1,0
